reftrta,reftrtan,VISIT,VISITNUM,TRTA,TRTAN,PARAMCD,PARAM,lsmeans_difference,pval_interaction,lowerci95,upperci95,covariatestructure
Xanomeline High Dose,81,WEEK 26,13,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),-0.2121,0.06112301060854830,-0.4341,0.009907,Unstructured
Placebo,0,WEEK 26,13,Xanomeline High Dose,81,LYM,Lymphocytes (GI/L),0.09466,0.31869902526250000,-0.09148,0.2808,Unstructured
Placebo,0,WEEK 2,4,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),0.1182,0.05348333378340520,-0.00177,0.2381,Toeplitz
Xanomeline High Dose,81,WEEK 2,4,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),-0.00816,0.89352432667856000,-0.1278,0.1114,Toeplitz
Placebo,0,WEEK 2,4,Xanomeline High Dose,81,LYM,Lymphocytes (GI/L),0.1263,0.04023151714022690,0.005636,0.2470,Toeplitz
Placebo,0,WEEK 4,5,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),0.01702,0.78799762245904000,-0.1071,0.1412,Toeplitz
Xanomeline High Dose,81,WEEK 4,5,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),0.06102,0.34880412213952000,-0.06669,0.1887,Toeplitz
Placebo,0,WEEK 4,5,Xanomeline High Dose,81,LYM,Lymphocytes (GI/L),-0.04400,0.48866595199765000,-0.1686,0.08060,Toeplitz
Placebo,0,WEEK 6,7,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),0.06671,0.32695946868281000,-0.06673,0.2001,Toeplitz
Xanomeline High Dose,81,WEEK 6,7,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),0.1206,0.08038682598408000,-0.01460,0.2557,Toeplitz
Placebo,0,WEEK 6,7,Xanomeline High Dose,81,LYM,Lymphocytes (GI/L),-0.05385,0.41612016373814000,-0.1837,0.07600,Toeplitz
Placebo,0,WEEK 8,8,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),0.08603,0.20815523751869000,-0.04798,0.2200,Toeplitz
Xanomeline High Dose,81,WEEK 8,8,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),0.1147,0.11051926959169000,-0.02620,0.2556,Toeplitz
Placebo,0,WEEK 8,8,Xanomeline High Dose,81,LYM,Lymphocytes (GI/L),-0.02867,0.67751930712113000,-0.1639,0.1065,Toeplitz
Placebo,0,WEEK 12,9,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),0.05701,0.42622498639458000,-0.08349,0.1975,Toeplitz
Xanomeline High Dose,81,WEEK 12,9,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),0.05942,0.41423043505488000,-0.08329,0.2021,Toeplitz
Placebo,0,WEEK 12,9,Xanomeline High Dose,81,LYM,Lymphocytes (GI/L),-0.00241,0.97282855605515000,-0.1411,0.1363,Toeplitz
Placebo,0,WEEK 16,10,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),-0.04319,0.56551270700033000,-0.1906,0.1042,Toeplitz
Xanomeline High Dose,81,WEEK 16,10,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),-0.09256,0.27677702621787000,-0.2594,0.07431,Toeplitz
Placebo,0,WEEK 16,10,Xanomeline High Dose,81,LYM,Lymphocytes (GI/L),0.04937,0.53137285666544000,-0.1053,0.2040,Toeplitz
Placebo,0,WEEK 20,11,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),0.01352,0.86964309551723000,-0.1481,0.1751,Toeplitz
Xanomeline High Dose,81,WEEK 20,11,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),-0.04142,0.66947328342089000,-0.2317,0.1488,Toeplitz
Placebo,0,WEEK 20,11,Xanomeline High Dose,81,LYM,Lymphocytes (GI/L),0.05494,0.51339096798141000,-0.1099,0.2198,Toeplitz
Placebo,0,WEEK 24,12,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),0.004688,0.94567149884828000,-0.1302,0.1396,Toeplitz
Xanomeline High Dose,81,WEEK 24,12,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),0.03394,0.66370748230284000,-0.1191,0.1870,Toeplitz
Placebo,0,WEEK 24,12,Xanomeline High Dose,81,LYM,Lymphocytes (GI/L),-0.02925,0.65027201428143000,-0.1558,0.09727,Toeplitz
Placebo,0,WEEK 26,13,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),-0.1175,0.22864388149613000,-0.3088,0.07384,Toeplitz
Xanomeline High Dose,81,WEEK 26,13,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),-0.2121,0.06112301060854830,-0.4341,0.009907,Toeplitz
Placebo,0,WEEK 26,13,Xanomeline High Dose,81,LYM,Lymphocytes (GI/L),0.09466,0.31869902526250000,-0.09148,0.2808,Toeplitz
Placebo,0,WEEK 2,4,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),0.1182,0.05348333378340520,-0.00177,0.2381,Heterogeneous First Order Autoregressive
Xanomeline High Dose,81,WEEK 2,4,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),-0.00816,0.89352432667856000,-0.1278,0.1114,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 2,4,Xanomeline High Dose,81,LYM,Lymphocytes (GI/L),0.1263,0.04023151714022690,0.005636,0.2470,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 4,5,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),0.01702,0.78799762245904000,-0.1071,0.1412,Heterogeneous First Order Autoregressive
Xanomeline High Dose,81,WEEK 4,5,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),0.06102,0.34880412213952000,-0.06669,0.1887,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 4,5,Xanomeline High Dose,81,LYM,Lymphocytes (GI/L),-0.04400,0.48866595199765000,-0.1686,0.08060,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 6,7,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),0.06671,0.32695946868281000,-0.06673,0.2001,Heterogeneous First Order Autoregressive
Xanomeline High Dose,81,WEEK 6,7,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),0.1206,0.08038682598408000,-0.01460,0.2557,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 6,7,Xanomeline High Dose,81,LYM,Lymphocytes (GI/L),-0.05385,0.41612016373814000,-0.1837,0.07600,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 8,8,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),0.08603,0.20815523751869000,-0.04798,0.2200,Heterogeneous First Order Autoregressive
Xanomeline High Dose,81,WEEK 8,8,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),0.1147,0.11051926959169000,-0.02620,0.2556,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 8,8,Xanomeline High Dose,81,LYM,Lymphocytes (GI/L),-0.02867,0.67751930712113000,-0.1639,0.1065,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 12,9,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),0.05701,0.42622498639458000,-0.08349,0.1975,Heterogeneous First Order Autoregressive
Xanomeline High Dose,81,WEEK 12,9,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),0.05942,0.41423043505488000,-0.08329,0.2021,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 12,9,Xanomeline High Dose,81,LYM,Lymphocytes (GI/L),-0.00241,0.97282855605515000,-0.1411,0.1363,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 16,10,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),-0.04319,0.56551270700033000,-0.1906,0.1042,Heterogeneous First Order Autoregressive
Xanomeline High Dose,81,WEEK 16,10,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),-0.09256,0.27677702621787000,-0.2594,0.07431,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 16,10,Xanomeline High Dose,81,LYM,Lymphocytes (GI/L),0.04937,0.53137285666544000,-0.1053,0.2040,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 20,11,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),0.01352,0.86964309551723000,-0.1481,0.1751,Heterogeneous First Order Autoregressive
Xanomeline High Dose,81,WEEK 20,11,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),-0.04142,0.66947328342089000,-0.2317,0.1488,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 20,11,Xanomeline High Dose,81,LYM,Lymphocytes (GI/L),0.05494,0.51339096798141000,-0.1099,0.2198,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 24,12,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),0.004688,0.94567149884828000,-0.1302,0.1396,Heterogeneous First Order Autoregressive
Xanomeline High Dose,81,WEEK 24,12,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),0.03394,0.66370748230284000,-0.1191,0.1870,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 24,12,Xanomeline High Dose,81,LYM,Lymphocytes (GI/L),-0.02925,0.65027201428143000,-0.1558,0.09727,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 26,13,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),-0.1175,0.22864388149613000,-0.3088,0.07384,Heterogeneous First Order Autoregressive
Xanomeline High Dose,81,WEEK 26,13,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),-0.2121,0.06112301060854830,-0.4341,0.009907,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 26,13,Xanomeline High Dose,81,LYM,Lymphocytes (GI/L),0.09466,0.31869902526250000,-0.09148,0.2808,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 2,4,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),0.1182,0.05348333378340520,-0.00177,0.2381,Heterogeneous Compound Symmetry
Xanomeline High Dose,81,WEEK 2,4,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),-0.00816,0.89352432667856000,-0.1278,0.1114,Heterogeneous Compound Symmetry
Placebo,0,WEEK 2,4,Xanomeline High Dose,81,LYM,Lymphocytes (GI/L),0.1263,0.04023151714022690,0.005636,0.2470,Heterogeneous Compound Symmetry
Placebo,0,WEEK 4,5,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),0.01702,0.78799762245904000,-0.1071,0.1412,Heterogeneous Compound Symmetry
Xanomeline High Dose,81,WEEK 4,5,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),0.06102,0.34880412213952000,-0.06669,0.1887,Heterogeneous Compound Symmetry
Placebo,0,WEEK 4,5,Xanomeline High Dose,81,LYM,Lymphocytes (GI/L),-0.04400,0.48866595199765000,-0.1686,0.08060,Heterogeneous Compound Symmetry
Placebo,0,WEEK 6,7,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),0.06671,0.32695946868281000,-0.06673,0.2001,Heterogeneous Compound Symmetry
Xanomeline High Dose,81,WEEK 6,7,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),0.1206,0.08038682598408000,-0.01460,0.2557,Heterogeneous Compound Symmetry
Placebo,0,WEEK 6,7,Xanomeline High Dose,81,LYM,Lymphocytes (GI/L),-0.05385,0.41612016373814000,-0.1837,0.07600,Heterogeneous Compound Symmetry
Placebo,0,WEEK 8,8,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),0.08603,0.20815523751869000,-0.04798,0.2200,Heterogeneous Compound Symmetry
Xanomeline High Dose,81,WEEK 8,8,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),0.1147,0.11051926959169000,-0.02620,0.2556,Heterogeneous Compound Symmetry
Placebo,0,WEEK 8,8,Xanomeline High Dose,81,LYM,Lymphocytes (GI/L),-0.02867,0.67751930712113000,-0.1639,0.1065,Heterogeneous Compound Symmetry
Placebo,0,WEEK 12,9,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),0.05701,0.42622498639458000,-0.08349,0.1975,Heterogeneous Compound Symmetry
Xanomeline High Dose,81,WEEK 12,9,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),0.05942,0.41423043505488000,-0.08329,0.2021,Heterogeneous Compound Symmetry
Placebo,0,WEEK 12,9,Xanomeline High Dose,81,LYM,Lymphocytes (GI/L),-0.00241,0.97282855605515000,-0.1411,0.1363,Heterogeneous Compound Symmetry
Placebo,0,WEEK 16,10,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),-0.04319,0.56551270700033000,-0.1906,0.1042,Heterogeneous Compound Symmetry
Xanomeline High Dose,81,WEEK 16,10,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),-0.09256,0.27677702621787000,-0.2594,0.07431,Heterogeneous Compound Symmetry
Placebo,0,WEEK 16,10,Xanomeline High Dose,81,LYM,Lymphocytes (GI/L),0.04937,0.53137285666544000,-0.1053,0.2040,Heterogeneous Compound Symmetry
Placebo,0,WEEK 20,11,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),0.01352,0.86964309551723000,-0.1481,0.1751,Heterogeneous Compound Symmetry
Xanomeline High Dose,81,WEEK 20,11,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),-0.04142,0.66947328342089000,-0.2317,0.1488,Heterogeneous Compound Symmetry
Placebo,0,WEEK 20,11,Xanomeline High Dose,81,LYM,Lymphocytes (GI/L),0.05494,0.51339096798141000,-0.1099,0.2198,Heterogeneous Compound Symmetry
Placebo,0,WEEK 24,12,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),0.004688,0.94567149884828000,-0.1302,0.1396,Heterogeneous Compound Symmetry
Xanomeline High Dose,81,WEEK 24,12,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),0.03394,0.66370748230284000,-0.1191,0.1870,Heterogeneous Compound Symmetry
Placebo,0,WEEK 24,12,Xanomeline High Dose,81,LYM,Lymphocytes (GI/L),-0.02925,0.65027201428143000,-0.1558,0.09727,Heterogeneous Compound Symmetry
Placebo,0,WEEK 26,13,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),-0.1175,0.22864388149613000,-0.3088,0.07384,Heterogeneous Compound Symmetry
Xanomeline High Dose,81,WEEK 26,13,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),-0.2121,0.06112301060854830,-0.4341,0.009907,Heterogeneous Compound Symmetry
Placebo,0,WEEK 26,13,Xanomeline High Dose,81,LYM,Lymphocytes (GI/L),0.09466,0.31869902526250000,-0.09148,0.2808,Heterogeneous Compound Symmetry
Placebo,0,WEEK 2,4,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),0.1182,0.05348333378340520,-0.00177,0.2381,First Order Autoregressive
Xanomeline High Dose,81,WEEK 2,4,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),-0.00816,0.89352432667856000,-0.1278,0.1114,First Order Autoregressive
Placebo,0,WEEK 2,4,Xanomeline High Dose,81,LYM,Lymphocytes (GI/L),0.1263,0.04023151714022690,0.005636,0.2470,First Order Autoregressive
Placebo,0,WEEK 4,5,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),0.01702,0.78799762245904000,-0.1071,0.1412,First Order Autoregressive
Xanomeline High Dose,81,WEEK 4,5,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),0.06102,0.34880412213952000,-0.06669,0.1887,First Order Autoregressive
Placebo,0,WEEK 4,5,Xanomeline High Dose,81,LYM,Lymphocytes (GI/L),-0.04400,0.48866595199765000,-0.1686,0.08060,First Order Autoregressive
Placebo,0,WEEK 6,7,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),0.06671,0.32695946868281000,-0.06673,0.2001,First Order Autoregressive
Xanomeline High Dose,81,WEEK 6,7,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),0.1206,0.08038682598408000,-0.01460,0.2557,First Order Autoregressive
Placebo,0,WEEK 6,7,Xanomeline High Dose,81,LYM,Lymphocytes (GI/L),-0.05385,0.41612016373814000,-0.1837,0.07600,First Order Autoregressive
Placebo,0,WEEK 8,8,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),0.08603,0.20815523751869000,-0.04798,0.2200,First Order Autoregressive
Xanomeline High Dose,81,WEEK 8,8,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),0.1147,0.11051926959169000,-0.02620,0.2556,First Order Autoregressive
Placebo,0,WEEK 8,8,Xanomeline High Dose,81,LYM,Lymphocytes (GI/L),-0.02867,0.67751930712113000,-0.1639,0.1065,First Order Autoregressive
Placebo,0,WEEK 12,9,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),0.05701,0.42622498639458000,-0.08349,0.1975,First Order Autoregressive
Xanomeline High Dose,81,WEEK 12,9,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),0.05942,0.41423043505488000,-0.08329,0.2021,First Order Autoregressive
Placebo,0,WEEK 12,9,Xanomeline High Dose,81,LYM,Lymphocytes (GI/L),-0.00241,0.97282855605515000,-0.1411,0.1363,First Order Autoregressive
Placebo,0,WEEK 16,10,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),-0.04319,0.56551270700033000,-0.1906,0.1042,First Order Autoregressive
Xanomeline High Dose,81,WEEK 16,10,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),-0.09256,0.27677702621787000,-0.2594,0.07431,First Order Autoregressive
Placebo,0,WEEK 16,10,Xanomeline High Dose,81,LYM,Lymphocytes (GI/L),0.04937,0.53137285666544000,-0.1053,0.2040,First Order Autoregressive
Placebo,0,WEEK 20,11,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),0.01352,0.86964309551723000,-0.1481,0.1751,First Order Autoregressive
Xanomeline High Dose,81,WEEK 20,11,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),-0.04142,0.66947328342089000,-0.2317,0.1488,First Order Autoregressive
Placebo,0,WEEK 20,11,Xanomeline High Dose,81,LYM,Lymphocytes (GI/L),0.05494,0.51339096798141000,-0.1099,0.2198,First Order Autoregressive
Placebo,0,WEEK 24,12,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),0.004688,0.94567149884828000,-0.1302,0.1396,First Order Autoregressive
Xanomeline High Dose,81,WEEK 24,12,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),0.03394,0.66370748230284000,-0.1191,0.1870,First Order Autoregressive
Placebo,0,WEEK 24,12,Xanomeline High Dose,81,LYM,Lymphocytes (GI/L),-0.02925,0.65027201428143000,-0.1558,0.09727,First Order Autoregressive
Placebo,0,WEEK 26,13,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),-0.1175,0.22864388149613000,-0.3088,0.07384,First Order Autoregressive
Xanomeline High Dose,81,WEEK 26,13,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),-0.2121,0.06112301060854830,-0.4341,0.009907,First Order Autoregressive
Placebo,0,WEEK 26,13,Xanomeline High Dose,81,LYM,Lymphocytes (GI/L),0.09466,0.31869902526250000,-0.09148,0.2808,First Order Autoregressive
Placebo,0,WEEK 2,4,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),0.1182,0.05348333378340520,-0.00177,0.2381,Compound Symmetry
Xanomeline High Dose,81,WEEK 2,4,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),-0.00816,0.89352432667856000,-0.1278,0.1114,Compound Symmetry
Placebo,0,WEEK 2,4,Xanomeline High Dose,81,LYM,Lymphocytes (GI/L),0.1263,0.04023151714022690,0.005636,0.2470,Compound Symmetry
Placebo,0,WEEK 4,5,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),0.01702,0.78799762245904000,-0.1071,0.1412,Compound Symmetry
Xanomeline High Dose,81,WEEK 4,5,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),0.06102,0.34880412213952000,-0.06669,0.1887,Compound Symmetry
Placebo,0,WEEK 4,5,Xanomeline High Dose,81,LYM,Lymphocytes (GI/L),-0.04400,0.48866595199765000,-0.1686,0.08060,Compound Symmetry
Placebo,0,WEEK 6,7,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),0.06671,0.32695946868281000,-0.06673,0.2001,Compound Symmetry
Xanomeline High Dose,81,WEEK 6,7,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),0.1206,0.08038682598408000,-0.01460,0.2557,Compound Symmetry
Placebo,0,WEEK 6,7,Xanomeline High Dose,81,LYM,Lymphocytes (GI/L),-0.05385,0.41612016373814000,-0.1837,0.07600,Compound Symmetry
Placebo,0,WEEK 8,8,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),0.08603,0.20815523751869000,-0.04798,0.2200,Compound Symmetry
Xanomeline High Dose,81,WEEK 8,8,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),0.1147,0.11051926959169000,-0.02620,0.2556,Compound Symmetry
Placebo,0,WEEK 8,8,Xanomeline High Dose,81,LYM,Lymphocytes (GI/L),-0.02867,0.67751930712113000,-0.1639,0.1065,Compound Symmetry
Placebo,0,WEEK 12,9,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),0.05701,0.42622498639458000,-0.08349,0.1975,Compound Symmetry
Xanomeline High Dose,81,WEEK 12,9,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),0.05942,0.41423043505488000,-0.08329,0.2021,Compound Symmetry
Placebo,0,WEEK 12,9,Xanomeline High Dose,81,LYM,Lymphocytes (GI/L),-0.00241,0.97282855605515000,-0.1411,0.1363,Compound Symmetry
Placebo,0,WEEK 16,10,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),-0.04319,0.56551270700033000,-0.1906,0.1042,Compound Symmetry
Xanomeline High Dose,81,WEEK 16,10,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),-0.09256,0.27677702621787000,-0.2594,0.07431,Compound Symmetry
Placebo,0,WEEK 16,10,Xanomeline High Dose,81,LYM,Lymphocytes (GI/L),0.04937,0.53137285666544000,-0.1053,0.2040,Compound Symmetry
Placebo,0,WEEK 20,11,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),0.01352,0.86964309551723000,-0.1481,0.1751,Compound Symmetry
Xanomeline High Dose,81,WEEK 20,11,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),-0.04142,0.66947328342089000,-0.2317,0.1488,Compound Symmetry
Placebo,0,WEEK 20,11,Xanomeline High Dose,81,LYM,Lymphocytes (GI/L),0.05494,0.51339096798141000,-0.1099,0.2198,Compound Symmetry
Placebo,0,WEEK 24,12,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),0.004688,0.94567149884828000,-0.1302,0.1396,Compound Symmetry
Xanomeline High Dose,81,WEEK 24,12,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),0.03394,0.66370748230284000,-0.1191,0.1870,Compound Symmetry
Placebo,0,WEEK 24,12,Xanomeline High Dose,81,LYM,Lymphocytes (GI/L),-0.02925,0.65027201428143000,-0.1558,0.09727,Compound Symmetry
Placebo,0,WEEK 26,13,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),-0.1175,0.22864388149613000,-0.3088,0.07384,Compound Symmetry
Xanomeline High Dose,81,WEEK 26,13,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),-0.2121,0.06112301060854830,-0.4341,0.009907,Compound Symmetry
Placebo,0,WEEK 26,13,Xanomeline High Dose,81,LYM,Lymphocytes (GI/L),0.09466,0.31869902526250000,-0.09148,0.2808,Compound Symmetry
Placebo,0,WEEK 2,4,Xanomeline Low Dose,54,HGB,Hemoglobin (mmol/L),-0.01914,0.75826734869944000,-0.1411,0.1028,Unstructured
Xanomeline High Dose,81,WEEK 2,4,Xanomeline Low Dose,54,HGB,Hemoglobin (mmol/L),-0.03006,0.62869292259772000,-0.1520,0.09184,Unstructured
Placebo,0,WEEK 2,4,Xanomeline High Dose,81,HGB,Hemoglobin (mmol/L),0.01092,0.86173520032404000,-0.1120,0.1339,Unstructured
Placebo,0,WEEK 4,5,Xanomeline Low Dose,54,HGB,Hemoglobin (mmol/L),-0.01563,0.80818160409873000,-0.1419,0.1106,Unstructured
Xanomeline High Dose,81,WEEK 4,5,Xanomeline Low Dose,54,HGB,Hemoglobin (mmol/L),-0.06915,0.29791070304030000,-0.1994,0.06110,Unstructured
Placebo,0,WEEK 4,5,Xanomeline High Dose,81,HGB,Hemoglobin (mmol/L),0.05352,0.40934633739524000,-0.07368,0.1807,Unstructured
Placebo,0,WEEK 6,7,Xanomeline Low Dose,54,HGB,Hemoglobin (mmol/L),-0.1045,0.13114609118386000,-0.2402,0.03120,Unstructured
Xanomeline High Dose,81,WEEK 6,7,Xanomeline Low Dose,54,HGB,Hemoglobin (mmol/L),-0.09094,0.19168520733356000,-0.2275,0.04562,Unstructured
Placebo,0,WEEK 6,7,Xanomeline High Dose,81,HGB,Hemoglobin (mmol/L),-0.01354,0.83956075722250000,-0.1447,0.1176,Unstructured
Placebo,0,WEEK 8,8,Xanomeline Low Dose,54,HGB,Hemoglobin (mmol/L),-0.1194,0.08596330298197000,-0.2556,0.01690,Unstructured
Xanomeline High Dose,81,WEEK 8,8,Xanomeline Low Dose,54,HGB,Hemoglobin (mmol/L),-0.09479,0.19474517831094000,-0.2381,0.04853,Unstructured
Placebo,0,WEEK 8,8,Xanomeline High Dose,81,HGB,Hemoglobin (mmol/L),-0.02457,0.72624955511839000,-0.1622,0.1130,Unstructured
Placebo,0,WEEK 12,9,Xanomeline Low Dose,54,HGB,Hemoglobin (mmol/L),-0.08160,0.26271354057115000,-0.2245,0.06125,Unstructured
Xanomeline High Dose,81,WEEK 12,9,Xanomeline Low Dose,54,HGB,Hemoglobin (mmol/L),-0.1043,0.15921342159393000,-0.2495,0.04095,Unstructured
Placebo,0,WEEK 12,9,Xanomeline High Dose,81,HGB,Hemoglobin (mmol/L),0.02268,0.75298970468090000,-0.1187,0.1640,Unstructured
Placebo,0,WEEK 16,10,Xanomeline Low Dose,54,HGB,Hemoglobin (mmol/L),-0.1562,0.04102624006691090,-0.3061,-0.00638,Unstructured
Xanomeline High Dose,81,WEEK 16,10,Xanomeline Low Dose,54,HGB,Hemoglobin (mmol/L),-0.02541,0.76939511231602000,-0.1954,0.1445,Unstructured
Placebo,0,WEEK 16,10,Xanomeline High Dose,81,HGB,Hemoglobin (mmol/L),-0.1308,0.10360343218056000,-0.2884,0.02674,Unstructured
Placebo,0,WEEK 20,11,Xanomeline Low Dose,54,HGB,Hemoglobin (mmol/L),-0.06339,0.44983631050055000,-0.2279,0.1011,Unstructured
Xanomeline High Dose,81,WEEK 20,11,Xanomeline Low Dose,54,HGB,Hemoglobin (mmol/L),0.06819,0.49120735222729000,-0.1261,0.2624,Unstructured
Placebo,0,WEEK 20,11,Xanomeline High Dose,81,HGB,Hemoglobin (mmol/L),-0.1316,0.12437230903704000,-0.2994,0.03628,Unstructured
Placebo,0,WEEK 24,12,Xanomeline Low Dose,54,HGB,Hemoglobin (mmol/L),-0.00686,0.92188761751137000,-0.1441,0.1303,Unstructured
Xanomeline High Dose,81,WEEK 24,12,Xanomeline Low Dose,54,HGB,Hemoglobin (mmol/L),-0.03957,0.61880009228446000,-0.1955,0.1164,Unstructured
Placebo,0,WEEK 24,12,Xanomeline High Dose,81,HGB,Hemoglobin (mmol/L),0.03271,0.61992246836638000,-0.09663,0.1621,Unstructured
Placebo,0,WEEK 26,13,Xanomeline Low Dose,54,HGB,Hemoglobin (mmol/L),-0.1431,0.14922424190589000,-0.3376,0.05142,Unstructured
